Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity,Start Time,Meter Start (Wh),Meter End(Wh),Meter Total(Wh),Total Duration (s),Charger_name
11976,41,211,27,I3s (94 Ah),2018,126.0,99.0,,,,,e-motor,125 kW electric motor,,"125 kW electric motor;
94 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,13.11.2018 01:50,92,92,0,0,Charger_74
11970,57,211,27,I3s (94Ah) with Range Extender,2018,109.0,,,36.0,33.0,,SI,0.6L,,"0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 02:50,3,3,0,0,Charger_34
11941,57,211,29,X5 xDrive40e,2018,56.0,,,23.0,25.0,,SI,2.0L,4.0,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 03:50,17,17,0,0,Charger_20
11904,45,235,27,LaCrosse Hybrid,2018,,,,25.0,35.0,,SI,2.5L,4.0,2.5L I4,Buick,http://www.buick.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 04:50,51,51,0,0,Charger_30
12218,41,410,27,e6,2018,73.0,71.0,,,,,e-motor,75 kW electric motor,,"75 kW electric motor; 
270 Ah battery",BYD Motors,http://www.byd.com/,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,13.11.2018 05:50,86,86,0,0,Charger_39
11942,57,231,27,CT6 Plug-In,2018,62.0,,,23.0,29.0,,SI,2.0L,4.0,"2.0L I4;
59 kW & 61 kW electric motor",Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 06:50,34,34,0,0,Charger_65
11841,41,215,27,Bolt EV,2018,128.0,110.0,,,,,e-motor,150 kW electric motor,,"150 kW electric motor;
171 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,13.11.2018 07:50,11,11,0,0,Charger_50
11906,45,215,25,C15 Silverado 2WD,2018,,,,18.0,24.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,HYBR,Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 08:50,61,61,0,0,Charger_52
11826,35,215,25,Colorado 2WD,2018,,,,22.0,30.0,,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 09:50,28,28,0,0,Charger_95
11827,35,215,25,Colorado 4WD,2018,,,,20.0,28.0,,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 10:50,32,32,0,0,Charger_95
11828,35,215,25,Colorado ZR2 4WD,2018,,,,19.0,22.0,,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 11:50,96,96,0,0,Charger_14
11829,35,215,27,Cruze,2018,,,,31.0,47.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 12:50,87,87,0,0,Charger_17
11830,35,215,27,Cruze,2018,,,,30.0,52.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 13:50,76,76,0,0,Charger_68
11831,35,215,27,Cruze Hatchback,2018,,,,30.0,45.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 14:50,29,29,0,0,Charger_11
11832,35,215,27,Cruze Hatchback,2018,,,,29.0,48.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 15:50,19,19,0,0,Charger_49
11834,35,215,29,Equinox AWD,2018,,,,28.0,38.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 16:50,71,71,0,0,Charger_19
11833,35,215,29,Equinox FWD,2018,,,,28.0,29.0,,CI,1.6L,4.0,1.6L I4,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 17:50,75,75,0,0,Charger_87
12021,11,215,9,Express 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,13.11.2018 18:50,92,92,0,0,Charger_4
12016,3,215,9,Express 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,13.11.2018 19:50,15,15,0,0,Charger_80
12003,35,215,9,Express 2500,2018,,,,,,,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Van,BD,Biodiesel (B20),,,,,,,,,,,,,,,13.11.2018 20:50,68,68,0,0,Charger_83
12030,55,215,9,Express 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG,Propane,,,,,,,,,,,,,,,13.11.2018 21:50,99,99,0,0,Charger_36
11856,11,215,27,Impala,2018,14.0,20.0,,18.0,28.0,,SI,3.6L,6.0,3.6L V6,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,13.11.2018 22:50,15,15,0,0,Charger_14
11907,45,215,25,K15 Silverado 4WD,2018,,,,16.0,21.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,HYBR,Hybrid Electric,,,,,,,,,,,,,,,13.11.2018 23:50,10,10,0,0,Charger_67
11905,45,215,27,Malibu Hybrid,2018,,,,49.0,43.0,,SI,1.8L,4.0,1.8L I4,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,,14.11.2018 00:50,73,73,0,0,Charger_99
12022,11,215,25,Silverado 2500 HD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 01:50,38,38,0,0,Charger_70
12005,35,215,25,Silverado 2500 HD 2WD/4WD,2018,,,,,,,CI,6.6L,8.0,6.6L V8,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,14.11.2018 02:50,65,65,0,0,Charger_38
12029,55,215,25,Silverado 2500 HD 2WD/4WD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Pickup,LPG,Propane,,,,,,,,,,,,,,,14.11.2018 03:50,64,64,0,0,Charger_39
12015,3,215,25,Silverado 2500 HD 2WD/4WD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,14.11.2018 04:50,85,85,0,0,Charger_80
11855,11,215,25,Silverado C15 2WD,2018,12.0,16.0,,18.0,24.0,,SI,4.3L,6.0,4.3L V6,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 05:50,66,66,0,0,Charger_95
11857,11,215,25,Silverado C15 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 06:50,72,72,0,0,Charger_62
11859,11,215,25,Silverado K15 4WD,2018,11.0,16.0,,16.0,22.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 07:50,98,98,0,0,Charger_11
11858,11,215,25,Silverado K15 4WD,2018,12.0,15.0,,17.0,22.0,,SI,4.3L,6.0,4.3L V6,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 08:50,46,46,0,0,Charger_86
11860,11,215,29,Suburban C1500 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 09:50,1,1,0,0,Charger_83
11861,11,215,29,Suburban K1500 4WD,2018,11.0,15.0,,15.0,22.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 10:50,53,53,0,0,Charger_21
11862,11,215,29,Tahoe C1500 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 11:50,53,53,0,0,Charger_9
11863,11,215,29,Tahoe K1500 4WD,2018,11.0,16.0,,16.0,22.0,,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 12:50,7,7,0,0,Charger_19
11943,57,215,27,Volt,2018,106.0,,,43.0,42.0,,SI,1.5L,4.0,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,14.11.2018 13:50,8,8,0,0,Charger_45
11864,11,223,27,300,2018,14.0,22.0,,19.0,30.0,,SI,3.6L,6.0,3.6L V6,Chrysler,http://www.chrysler.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 14:50,68,68,0,0,Charger_56
11865,11,223,27,300 AWD,2018,13.0,20.0,,18.0,27.0,,SI,3.6L,6.0,3.6L V6,Chrysler,http://www.chrysler.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 15:50,39,39,0,0,Charger_39
11944,57,223,9,Pacifica PHEV,2018,84.0,,,32.0,33.0,,SI,3.6L,6.0,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,14.11.2018 16:50,70,70,0,0,Charger_71
11867,11,225,27,Charger,2018,14.0,22.0,,19.0,30.0,,SI,3.6L,6.0,3.6L V6,Dodge,http://www.dodge.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 17:50,4,4,0,0,Charger_98
11868,11,225,27,Charger AWD,2018,13.0,20.0,,18.0,27.0,,SI,3.6L,6.0,3.6L V6,Dodge,http://www.dodge.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 18:50,66,66,0,0,Charger_61
11866,11,225,9,Grand Caravan,2018,12.0,18.0,,17.0,25.0,,SI,3.6L,6.0,3.6L V6,Dodge,http://www.dodge.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 19:50,6,6,0,0,Charger_79
11869,11,225,29,Journey,2018,12.0,18.0,,17.0,25.0,,SI,3.6L,6.0,3.6L V6,Dodge,http://www.dodge.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 20:50,66,66,0,0,Charger_68
11990,41,379,27,500e,2018,121.0,103.0,,,,,e-motor,82 kW electric motor,,"82 kW electric motor;
63 Ah battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,14.11.2018 21:50,34,34,0,0,Charger_47
11908,45,219,27,C-MAX Hybrid FWD,2018,,,,42.0,38.0,,SI,2.0L,,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,,14.11.2018 22:50,72,72,0,0,Charger_57
11876,11,219,29,Escape FWD FFV,2018,15.0,22.0,,21.0,29.0,,SI,2.5L,4.0,2.5L I4,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,14.11.2018 23:50,87,87,0,0,Charger_38
11882,11,219,29,Explorer AWD FFV,2018,12.0,16.0,,16.0,22.0,,SI,3.5L,6.0,3.5L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 00:50,51,51,0,0,Charger_48
11957,55,219,25,F-150,2018,,,,,,,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,,,,,,,,,,,,,,,15.11.2018 01:50,71,71,0,0,Charger_0
11996,57,219,25,F-150,2018,,,,,,,,"2.7L, 3.3L",6.0,"2.7L V6, 3.3L V6;
XL Hybrids drive system",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,15.11.2018 02:50,30,30,0,0,Charger_29
11854,3,219,25,F-150,2018,,,,,,,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,15.11.2018 03:50,17,17,0,0,Charger_26
12008,35,219,25,F-150 2WD,2018,,,,22.0,30.0,,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,15.11.2018 04:50,63,63,0,0,Charger_5
11877,11,219,25,F-150 2WD FFV,2018,12.0,17.0,,17.0,23.0,,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 05:50,73,73,0,0,Charger_4
11870,11,219,25,F-150 2WD FFV,2018,14.0,19.0,,20.0,25.0,,SI,3.3L,,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 06:50,40,40,0,0,Charger_95
12009,35,219,25,F-150 4WD,2018,,,,20.0,25.0,,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,15.11.2018 07:50,42,42,0,0,Charger_75
11878,11,219,25,F-150 4WD FFV,2018,12.0,15.0,,16.0,22.0,,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 08:50,56,56,0,0,Charger_95
11871,11,219,25,F-150 4WD FFV,2018,13.0,17.0,,18.0,23.0,,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 09:50,37,37,0,0,Charger_80
12010,35,219,25,F-150 4WD XL/XLT,2018,,,,21.0,28.0,,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,15.11.2018 10:50,65,65,0,0,Charger_73
11842,41,219,27,Focus Electric FWD,2018,118.0,96.0,,,,,e-motor,107 kW electric motor,,"107 kW electric motor;
105 Ah battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,15.11.2018 11:50,17,17,0,0,Charger_84
11945,57,219,27,Fusion Energi Plug in Hybrid,2018,97.0,,,43.0,41.0,,SI,2.0L,4.0,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,,,,,,,,,,,,,,,15.11.2018 12:50,81,81,0,0,Charger_43
11909,45,219,27,Fusion Hybrid FWD,2018,,,,43.0,41.0,,SI,2.0L,4.0,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,,15.11.2018 13:50,79,79,0,0,Charger_52
12017,3,219,25,Super Duty F-250,2018,,,,,,,SI,6.2L,8.0,6.2L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,15.11.2018 14:50,14,14,0,0,Charger_82
12007,35,219,25,Super Duty F-250,2018,,,,,,,CI,6.7L,8.0,6.7L V8,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,15.11.2018 15:50,98,98,0,0,Charger_2
12031,55,219,25,Super Duty F-250,2018,,,,,,,SI,6.2L,8.0,6.2L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,,,,,,,,,,,,,,,15.11.2018 16:50,65,65,0,0,Charger_8
12023,11,219,25,Super Duty F-250,2018,,,,,,,SI,6.2L,8.0,6.2L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 17:50,15,15,0,0,Charger_14
11880,11,219,27,Taurus AWD FFV,2018,13.0,20.0,,17.0,24.0,,SI,3.5L,6.0,3.5L V6,Ford,https://www.ford.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 18:50,44,44,0,0,Charger_13
11879,11,219,27,Taurus FWD FFV,2018,13.0,18.0,,18.0,27.0,,SI,3.5L,6.0,3.5L V6,Ford,https://www.ford.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 19:50,34,34,0,0,Charger_17
11955,55,219,9,Transit 150/250 Van/Wagon,2018,,,,,,,SI,3.7L,6.0,3.7L V6,Ford,https://www.ford.com,Van,LPG,Propane,,,,,,,,,,,,,,,15.11.2018 20:50,74,74,0,0,Charger_73
11992,3,219,9,Transit 150/250 Van/Wagon,2018,,,,,,,SI,3.7L,6.0,3.7L V6,Ford,https://www.ford.com,Van,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,15.11.2018 21:50,81,81,0,0,Charger_92
11873,11,219,9,Transit Connect Van FFV,2018,15.0,20.0,,20.0,27.0,,SI,2.5L,4.0,2.5L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,15.11.2018 22:50,81,81,0,0,Charger_67
11853,3,219,9,Transit Connect Van/Wagon,2018,,,,,,,SI,2.5L,4.0,2.5L I4,Ford,https://www.ford.com,Van,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,15.11.2018 23:50,47,47,0,0,Charger_52
11874,11,219,9,Transit Connect Wagon FFV,2018,14.0,19.0,,19.0,27.0,,SI,2.5L,4.0,2.5L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 00:50,95,95,0,0,Charger_35
11875,11,219,9,Transit Connect Wagon LWB FFV,2018,14.0,19.0,,19.0,27.0,,SI,2.5L,4.0,2.5L I4,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 01:50,96,96,0,0,Charger_94
11818,35,219,9,Transit T150 Van/Wagon,2018,,,,,,,CI,3.2L,5.0,3.2L I5,Ford,https://www.ford.com,Van,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 02:50,18,18,0,0,Charger_61
11872,11,219,9,Transit T150 Van/Wagon FFV,2018,10.0,13.0,,14.0,18.0,,SI,3.7L,6.0,3.7 V6,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 03:50,49,49,0,0,Charger_59
12006,35,219,9,Transit T250 Van/Wagon,2018,,,,,,,CI,3.2L,5.0,3.2L I5,Ford,https://www.ford.com,Van,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 04:50,64,64,0,0,Charger_42
12024,11,219,9,Transit T250 Van/Wagon FFV,2018,,,,,,,SI,3.7L,6.0,3.7L I6,Ford,https://www.ford.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 05:50,46,46,0,0,Charger_12
11835,35,213,25,Canyon 2WD,2018,,,,22.0,30.0,,CI,2.8L,4.0,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 06:50,96,96,0,0,Charger_72
11836,35,213,25,Canyon 4WD,2018,,,,20.0,28.0,,CI,2.8L,4.0,2.8L I4,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 07:50,94,94,0,0,Charger_7
12011,35,213,9,Savana 2500,2018,,,,,,,CI,2.8L,4.0,2.8L I4,GMC,http://www.gmc.com,Van,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 08:50,13,13,0,0,Charger_92
12032,55,213,9,Savana 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Van,LPG,Propane,,,,,,,,,,,,,,,16.11.2018 09:50,5,5,0,0,Charger_38
12025,11,213,9,Savana 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Van,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 10:50,99,99,0,0,Charger_18
12019,3,213,9,Savana 2500,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Van,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,16.11.2018 11:50,54,54,0,0,Charger_36
11910,45,213,25,Sierra 15 Hybrid 2WD,2018,,,,18.0,24.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,HYBR,Hybrid Electric,,,,,,,,,,,,,,,16.11.2018 12:50,56,56,0,0,Charger_13
11911,45,213,25,Sierra 15 Hybrid 4WD,2018,,,,16.0,21.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,HYBR,Hybrid Electric,,,,,,,,,,,,,,,16.11.2018 13:50,82,82,0,0,Charger_98
12012,35,213,25,Sierra 2500 Denali HD 2WD/4WD,2018,,,,,,,CI,6.6L,8.0,6.6L V8,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 14:50,39,39,0,0,Charger_93
12013,35,213,25,Sierra 2500 HD 2WD/4WD,2018,,,,,,,CI,6.6L,8.0,6.6L V8,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 15:50,50,50,0,0,Charger_96
12018,3,213,25,Sierra 2500 HD 2WD/4WD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Pickup,CNG,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,16.11.2018 16:50,80,80,0,0,Charger_8
12034,11,213,25,Sierra 2500 HD 2WD/4WD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 17:50,30,30,0,0,Charger_56
12033,55,213,25,Sierra 2500 HD 2WD/4WD,2018,,,,,,,SI,6.0L,8.0,6.0L V8,GMC,http://www.gmc.com,Pickup,LPG,Propane,,,,,,,,,,,,,,,16.11.2018 18:50,2,2,0,0,Charger_89
11883,11,213,25,Sierra C15 2WD,2018,12.0,16.0,,18.0,24.0,,SI,4.3L,6.0,4.3L V6,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 19:50,8,8,0,0,Charger_61
11884,11,213,25,Sierra C15 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 20:50,84,84,0,0,Charger_31
11885,11,213,25,Sierra K15 2WD,2018,12.0,15.0,,17.0,22.0,,SI,4.3L,6.0,4.3L V6,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 21:50,12,12,0,0,Charger_55
11886,11,213,25,Sierra K15 2WD,2018,11.0,16.0,,16.0,22.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,16.11.2018 22:50,95,95,0,0,Charger_23
11838,35,213,29,Terrain AWD,2018,,,,28.0,38.0,,CI,1.6L,4.0,1.6L I4,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),,,,,,,,,,,,,,,16.11.2018 23:50,21,21,0,0,Charger_4
11837,35,213,29,Terrain FWD,2018,,,,28.0,39.0,,CI,1.6L,4.0,1.6L I4,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),,,,,,,,,,,,,,,17.11.2018 00:50,68,68,0,0,Charger_9
11887,11,213,29,Yukon C1500 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,17.11.2018 01:50,0,0,0,0,Charger_28
11888,11,213,29,Yukon C1500 XL 2WD,2018,12.0,17.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,17.11.2018 02:50,94,94,0,0,Charger_51
11889,11,213,29,Yukon K1500 4WD,2018,11.0,16.0,,16.0,23.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,17.11.2018 03:50,20,20,0,0,Charger_95
11890,11,213,29,Yukon K1500 XL 4WD,2018,11.0,15.0,,15.0,22.0,,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,SUV,E85_GSLN,Ethanol (E85),,,,,,,,,,,,,,,17.11.2018 04:50,50,50,0,0,Charger_94
11994,45,209,27,Accord Hybrid,2018,,,,47.0,47.0,,SI,2.0L,4.0,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,,,,,,,,,,,17.11.2018 05:50,56,56,0,0,Charger_74
11993,9,209,27,Clarity,2018,68.0,66.0,,,,,SI,130 kW electric motor,,"130 kW electric motor;
346 V Lithium Ion battery",Honda,http://automobiles.honda.com,Sedan/Wagon,H2,Hydrogen Fuel Cell,,,,,,,,,,,,,,,17.11.2018 06:50,35,35,0,0,Charger_77
11991,41,209,27,Clarity,2018,126.0,103.0,,,,,e-motor,120 kW electric motor,,"120 kW electric motor; 
82 Ah battery",Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,,,,,,,,,,,,,,,17.11.2018 07:50,68,68,0,0,Charger_29
